f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,f_host_response_time,p_host_response_rate,p_host_acceptance_rate,usd_price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincefirst,n_days_sincelast,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_bed_linens,d_board_games,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_outdoor_dining_area,d_outdoor_furniture,d_outlet_covers,d_private_entrance,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_toaster,d_waterfront,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_have_o_machineee_machinecoffee,d_have_gril,d_have_freeon_premises,d_have_freestreet,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,room_type,property_type
unit,Entire home/apt,Entire/Apt,Donaustadt,NA,NA,NA,85.49999999999999,4,1,2,2,NA,0,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,75,19827612,Donaustadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Meidling,within an hour,100,100,62.699999999999996,3,1,1,2,4.74,47,0.92,3,134,1524,22,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,55,19828178,Meidling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Alsergrund,within a few hours,100,100,39.9,2,1,NA,1,4.91,23,0.44,14,173,1574,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,35,19832240,Alsergrund,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Neubau,within an hour,80,100,313.5,6,1,2,4,2.33,3,0.06,1,338,1603,1072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,275,19833925,Neubau,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Floridsdorf,NA,NA,NA,136.79999999999998,4,1.5,3,4,4,1,0.03,6,365,1070,1070,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,120,19834031,Floridsdorf,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within an hour,91,99,82.08,2,1,1,1,4.69,68,1.29,1,352,1580,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,19839212,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,W<U+008A>hring,NA,NA,NA,62.699999999999996,4,1.5,1,2,5,10,0.19,2,0,1588,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,19850456,W<U+008A>hring,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within an hour,91,99,82.08,2,1,1,1,4.63,57,1.08,1,358,1582,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,19854941,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within an hour,91,99,82.08,2,1,1,1,4.68,35,0.66,1,345,1600,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,19856704,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Brigittenau,within an hour,100,100,51.3,2,1,1,1,4.9,104,1.97,2,36,1579,103,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,45,19872919,Brigittenau,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,NA,NA,NA,NA,52.44,2,1,1,1,4.57,22,0.54,4,0,1218,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,46,19885637,Landstra§e,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Donaustadt,NA,NA,NA,101.46,6,1.5,3,3,4.88,56,1.16,2,242,1447,702,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,89,19897706,Donaustadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within an hour,100,91,67.25999999999999,2,1,1,1,4.95,58,1.1,1,257,1574,18,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,59,19898777,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within an hour,100,97,155.04,6,1,2,4,4.81,80,1.52,4,275,1574,32,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,136,19904008,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Hernals,within a day,100,100,55.85999999999999,3,1,1,1,4.78,19,0.36,2,0,1580,1071,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,49,19907767,Hernals,Entire home/apt,unit
place,Entire home/apt,Entire/Apt,Margareten,within a day,100,0,78.66,2,1,1,1,5,2,0.04,18,346,1587,1518,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,69,19915206,Margareten,Entire home/apt,place
unit,Entire home/apt,Entire/Apt,Margareten,NA,NA,NA,55.85999999999999,3,1,1,2,4.54,13,0.25,5,0,1583,948,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,49,19920431,Margareten,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Alsergrund,within an hour,100,100,72.96,6,1,2,3,4.92,290,5.45,1,349,1596,25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,64,19921997,Alsergrund,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,D<U+009A>bling,NA,NA,NA,112.85999999999999,6,1.5,3,3,4.75,5,0.09,3,0,1595,1553,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,99,19926466,D<U+009A>bling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Ottakring,within a few hours,100,0,55.85999999999999,2,1,NA,1,4.92,60,1.13,3,0,1593,435,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,49,19927201,Ottakring,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Ottakring,NA,NA,NA,66.11999999999999,4,1,2,3,4.74,20,0.38,2,0,1581,781,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,58,19929255,Ottakring,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Margareten,within an hour,98,98,156.17999999999998,4,1.5,1,1,4.63,65,1.23,1,348,1586,38,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,137,19929924,Margareten,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Josefstadt,NA,NA,NA,90.05999999999999,2,1,1,1,5,19,0.38,3,0,1507,706,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,79,19930769,Josefstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Ottakring,within a few hours,100,93,82.08,4,1,2,2,4.81,27,0.6,3,328,1347,49,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,72,19937752,Ottakring,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Alsergrund,within a few hours,100,93,85.49999999999999,4,1,2,2,4.5,38,0.79,3,353,1437,47,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,75,19939745,Alsergrund,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,W<U+008A>hring,NA,NA,NA,45.599999999999994,4,1,1,1,4,1,0.02,4,0,1553,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,19941977,W<U+008A>hring,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Hernals,within a few hours,100,93,167.57999999999998,6,2,3,3,4.65,40,0.89,3,347,1347,53,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,147,19943028,Hernals,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Penzing,NA,NA,NA,56.99999999999999,3,1,2,3,NA,0,NA,7,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,19955132,Penzing,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within a few hours,100,93,91.19999999999999,3,1,2,3,4.85,34,0.67,3,162,1529,71,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,80,19960479,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,44.459999999999994,3,1,1,2,5,7,0.13,4,0,1591,1217,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,39,19961439,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within a few hours,100,93,101.46,5,1,3,5,4.5,40,0.82,3,255,1467,25,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,89,19975709,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within a few hours,100,93,145.92,6,1,3,6,4.77,35,0.79,3,350,1336,60,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,128,19976141,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Ottakring,within an hour,100,100,82.08,6,1.5,2,5,4.84,167,3.16,1,216,1583,17,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,72,19990328,Ottakring,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Meidling,NA,NA,NA,36.48,3,1.5,1,2,3.5,2,0.04,1,0,1586,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,19990329,Meidling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,NA,NA,NA,112.85999999999999,6,1.5,3,4,5,5,0.09,6,0,1580,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,19990396,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Favoriten,within an hour,100,100,75.24,4,1.5,1,2,4.93,206,4,2,163,1543,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,66,19992512,Favoriten,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Favoriten,a few days or more,0,0,51.3,2,1,1,2,4.86,7,0.16,1,23,1320,733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,45,20002734,Favoriten,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Mariahilf,NA,NA,NA,159.6,2,1,1,1,5,6,0.12,2,362,1509,705,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,140,20006693,Mariahilf,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Neubau,NA,NA,NA,56.99999999999999,2,1,1,1,NA,0,NA,14,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,50,20009590,Neubau,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Wieden,a few days or more,0,NA,72.96,2,1,1,2,4.92,26,0.5,4,0,1568,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,64,20018839,Wieden,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Innere Stadt,within an hour,100,100,112.85999999999999,2,1.5,NA,1,4.9,99,1.88,3,329,1581,18,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,99,20020091,Innere Stadt,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,0,79.8,2,1,1,1,NA,0,NA,20,342,NA,NA,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,70,20024475,Leopoldstadt,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,51.3,3,1.5,1,2,5,7,0.13,5,0,1573,1237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,20031696,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Mariahilf,NA,NA,100,98.03999999999999,6,1,3,3,4.89,132,2.52,4,152,1573,451,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,86,20034313,Mariahilf,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Ottakring,NA,NA,NA,68.39999999999999,4,1,1,1,4.83,6,0.11,2,0,1580,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,20040047,Ottakring,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,78.66,5,1,1,3,4.77,183,3.46,2,0,1586,453,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,69,20043956,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within an hour,100,93,113.99999999999999,5,1.5,3,2,4.8,56,1.05,3,1,1595,34,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,100,20053069,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Innere Stadt,within an hour,100,100,131.1,4,1,1,1,4.7,73,1.38,1,338,1588,17,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,115,20055650,Innere Stadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Innere Stadt,within an hour,100,95,93.47999999999999,4,1,1,2,4.51,208,4.48,1,355,1392,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,82,20071246,Innere Stadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,W<U+008A>hring,within an hour,100,100,120.83999999999999,6,1,2,3,4.93,16,0.3,2,312,1577,530,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,106,20081311,W<U+008A>hring,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Margareten,NA,NA,NA,43.31999999999999,2,1.5,1,1,5,3,0.06,14,0,1532,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38,20087916,Margareten,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,NA,NA,NA,NA,46.739999999999995,4,1,1,2,4.71,18,0.39,2,0,1398,823,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,41,20116228,Landstra§e,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,NA,NA,NA,NA,66.11999999999999,4,1,2,2,5,3,0.06,60,0,1579,923,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,58,20146708,Landstra§e,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Alsergrund,NA,NA,NA,79.8,2,1,1,2,5,7,0.13,4,0,1563,961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,70,20157597,Alsergrund,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Alsergrund,within an hour,96,96,136.79999999999998,6,1,1,3,4.64,189,3.59,2,47,1578,60,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,120,20161148,Alsergrund,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,NA,NA,NA,68.39999999999999,4,1,1,2,4.77,71,1.35,1,0,1575,739,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,60,20172261,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within an hour,100,100,148.2,6,1,2,2,4.65,99,1.88,3,76,1578,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,130,20172760,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,within an hour,100,100,70.67999999999999,2,1,1,1,4.61,57,1.49,3,80,1147,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,62,20172919,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Brigittenau,within an hour,100,100,42.18,4,1,1,1,4.79,157,3,4,252,1569,469,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,37,20180708,Brigittenau,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Favoriten,NA,NA,NA,74.1,3,1,1,2,4.71,15,0.28,2,0,1583,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,65,20187928,Favoriten,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,72.96,3,1,NA,2,4.54,13,0.25,3,0,1583,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,64,20188589,Leopoldstadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Simmering,within an hour,100,100,76.38,4,1,1,3,5,3,0.06,1,288,1473,46,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,67,20203219,Simmering,Entire home/apt,unit
